n,ID,Code,Scode,Date,Time,Rainfall(in),Rainfall(mm),Rainfall Rate ( mm/hr)
52637,19005598,STVH1,PC,3/17/19,15:45,310.42,7884.668,0
52649,19005598,STVH1,PC,3/17/19,18:45,310.42,7884.668,0
52661,19005598,STVH1,PC,3/17/19,21:31,310.42,7884.668,0
52673,19005598,STVH1,PC,3/17/19,23:45,310.42,7884.668,0
52685,19005598,STVH1,PC,3/18/19,2:45,310.42,7884.668,0
52697,19005598,STVH1,PC,3/18/19,5:45,310.42,7884.668,0
52709,19005598,STVH1,PC,3/18/19,7:45,310.42,7884.668,0
52721,19005598,STVH1,PC,3/18/19,10:45,310.42,7884.668,0
52733,19005598,STVH1,PC,3/18/19,13:45,310.42,7884.668,0
52745,19005598,STVH1,PC,3/18/19,15:45,310.42,7884.668,0
52757,19005598,STVH1,PC,3/18/19,18:45,310.42,7884.668,0
52769,19005598,STVH1,PC,3/18/19,21:45,310.42,7884.668,0
52781,19005598,STVH1,PC,3/18/19,23:45,310.42,7884.668,0
52793,19005598,STVH1,PC,3/19/19,2:45,310.42,7884.668,0
52805,19005598,STVH1,PC,3/19/19,5:45,310.42,7884.668,0
52817,19005598,STVH1,PC,3/19/19,7:45,310.42,7884.668,0
52829,19005598,STVH1,PC,3/19/19,10:45,310.42,7884.668,0
52841,19005598,STVH1,PC,3/19/19,13:45,310.42,7884.668,0
52853,19005598,STVH1,PC,3/19/19,15:45,310.42,7884.668,0
52865,19005598,STVH1,PC,3/19/19,18:45,310.42,7884.668,0
52877,19005598,STVH1,PC,3/19/19,21:45,310.42,7884.668,0
52889,19005598,STVH1,PC,3/19/19,23:45,310.42,7884.668,0
52901,19005598,STVH1,PC,3/20/19,2:45,310.42,7884.668,0
52913,19005598,STVH1,PC,3/20/19,5:45,310.45,7885.43,7.05556E-05
52925,19005598,STVH1,PC,3/20/19,7:45,310.45,7885.43,0
52937,19005598,STVH1,PC,3/20/19,10:45,310.45,7885.43,0
52949,19005598,STVH1,PC,3/20/19,13:45,310.46,7885.684,2.35185E-05
52961,19005598,STVH1,PC,3/20/19,15:45,310.46,7885.684,0
52973,19005598,STVH1,PC,3/20/19,18:45,310.46,7885.684,0
52985,19005598,STVH1,PC,3/20/19,21:45,310.46,7885.684,0
52997,19005598,STVH1,PC,3/20/19,23:45,310.46,7885.684,0
53009,19005598,STVH1,PC,3/21/19,2:45,310.46,7885.684,0
53021,19005598,STVH1,PC,3/21/19,5:45,310.46,7885.684,0
53033,19005598,STVH1,PC,3/21/19,7:45,310.46,7885.684,0
53045,19005598,STVH1,PC,3/21/19,10:45,310.46,7885.684,0
53057,19005598,STVH1,PC,3/21/19,13:45,310.54,7887.716,0.000188148
53069,19005598,STVH1,PC,3/21/19,15:45,310.54,7887.716,0
53081,19005598,STVH1,PC,3/21/19,18:45,310.54,7887.716,0
53093,19005598,STVH1,PC,3/21/19,21:45,310.54,7887.716,0
53105,19005598,STVH1,PC,3/21/19,23:45,310.54,7887.716,0
53117,19005598,STVH1,PC,3/22/19,2:45,310.54,7887.716,0
53129,19005598,STVH1,PC,3/22/19,5:45,310.54,7887.716,0
53141,19005598,STVH1,PC,3/22/19,7:45,310.54,7887.716,0
53153,19005598,STVH1,PC,3/22/19,10:45,310.54,7887.716,0
53165,19005598,STVH1,PC,3/22/19,13:45,310.54,7887.716,0
53177,19005598,STVH1,PC,3/22/19,15:45,310.54,7887.716,0
53189,19005598,STVH1,PC,3/22/19,18:45,310.54,7887.716,0
53201,19005598,STVH1,PC,3/22/19,21:45,310.54,7887.716,0
53213,19005598,STVH1,PC,3/22/19,23:45,310.54,7887.716,0
53225,19005598,STVH1,PC,3/23/19,2:45,310.54,7887.716,0
53237,19005598,STVH1,PC,3/23/19,5:45,310.54,7887.716,0
53249,19005598,STVH1,PC,3/23/19,7:45,310.54,7887.716,0
53261,19005598,STVH1,PC,3/23/19,10:45,310.54,7887.716,0
53273,19005598,STVH1,PC,3/23/19,13:45,310.55,7887.97,2.35185E-05
53285,19005598,STVH1,PC,3/23/19,15:45,310.55,7887.97,0
53297,19005598,STVH1,PC,3/23/19,18:45,310.55,7887.97,0
53309,19005598,STVH1,PC,3/23/19,21:45,310.56,7888.224,2.35185E-05
53321,19005598,STVH1,PC,3/23/19,23:45,310.56,7888.224,0
53333,19007374,MAUH1,PC,3/17/19,2:00,274.13,6962.902,-0.085677963
53345,19007374,MAUH1,PC,3/17/19,4:00,274.13,6962.902,0
53357,19007374,MAUH1,PC,3/17/19,7:00,274.13,6962.902,0
53369,19007374,MAUH1,PC,3/17/19,10:00,274.13,6962.902,0
53381,19007374,MAUH1,PC,3/17/19,12:00,274.13,6962.902,0
53393,19007374,MAUH1,PC,3/17/19,15:00,274.13,6962.902,0
53405,19007374,MAUH1,PC,3/17/19,18:00,274.13,6962.902,0
53417,19007374,MAUH1,PC,3/17/19,20:00,274.13,6962.902,0
53429,19007374,MAUH1,PC,3/17/19,23:00,274.13,6962.902,0
53441,19007374,MAUH1,PC,3/18/19,2:00,274.13,6962.902,0
53453,19007374,MAUH1,PC,3/18/19,4:00,274.13,6962.902,0
53465,19007374,MAUH1,PC,3/18/19,7:00,274.13,6962.902,0
53477,19007374,MAUH1,PC,3/18/19,10:00,274.13,6962.902,0
53489,19007374,MAUH1,PC,3/18/19,12:00,274.13,6962.902,0
53501,19007374,MAUH1,PC,3/18/19,15:00,274.13,6962.902,0
53513,19007374,MAUH1,PC,3/18/19,18:00,274.13,6962.902,0
53525,19007374,MAUH1,PC,3/18/19,20:00,274.13,6962.902,0
53537,19007374,MAUH1,PC,3/18/19,23:00,274.13,6962.902,0
53549,19007374,MAUH1,PC,3/19/19,2:00,274.13,6962.902,0
53561,19007374,MAUH1,PC,3/19/19,4:00,274.13,6962.902,0
53573,19007374,MAUH1,PC,3/19/19,7:00,274.13,6962.902,0
53585,19007374,MAUH1,PC,3/19/19,10:00,274.13,6962.902,0
53597,19007374,MAUH1,PC,3/19/19,12:00,274.13,6962.902,0
53609,19007374,MAUH1,PC,3/19/19,15:00,274.13,6962.902,0
53621,19007374,MAUH1,PC,3/19/19,18:00,274.13,6962.902,0
53633,19007374,MAUH1,PC,3/19/19,20:00,274.13,6962.902,0
53645,19007374,MAUH1,PC,3/19/19,23:00,274.13,6962.902,0
53657,19007374,MAUH1,PC,3/20/19,2:00,274.13,6962.902,0
53669,19007374,MAUH1,PC,3/20/19,4:00,274.13,6962.902,0
53681,19007374,MAUH1,PC,3/20/19,7:00,274.13,6962.902,0
53693,19007374,MAUH1,PC,3/20/19,10:00,274.13,6962.902,0
53705,19007374,MAUH1,PC,3/20/19,12:00,274.13,6962.902,0
53717,19007374,MAUH1,PC,3/20/19,15:00,274.13,6962.902,0
53729,19007374,MAUH1,PC,3/20/19,18:00,274.13,6962.902,0
53741,19007374,MAUH1,PC,3/20/19,20:00,274.13,6962.902,0
53753,19007374,MAUH1,PC,3/20/19,23:00,274.13,6962.902,0
53765,19007374,MAUH1,PC,3/21/19,2:00,274.13,6962.902,0
53777,19007374,MAUH1,PC,3/21/19,4:00,274.13,6962.902,0
53789,19007374,MAUH1,PC,3/21/19,7:00,274.13,6962.902,0
53801,19007374,MAUH1,PC,3/21/19,10:00,274.13,6962.902,0
53813,19007374,MAUH1,PC,3/21/19,12:00,274.13,6962.902,0
53825,19007374,MAUH1,PC,3/21/19,15:00,274.19,6964.426,0.000141111
53837,19007374,MAUH1,PC,3/21/19,18:00,274.19,6964.426,0
53849,19007374,MAUH1,PC,3/21/19,20:00,274.19,6964.426,0
53861,19007374,MAUH1,PC,3/21/19,23:00,274.2,6964.68,2.35185E-05
53873,19007374,MAUH1,PC,3/22/19,2:00,274.2,6964.68,0
53885,19007374,MAUH1,PC,3/22/19,4:00,274.2,6964.68,0
53897,19007374,MAUH1,PC,3/22/19,7:00,274.2,6964.68,0
53909,19007374,MAUH1,PC,3/22/19,10:00,274.2,6964.68,0
53921,19007374,MAUH1,PC,3/22/19,12:00,274.2,6964.68,0
53933,19007374,MAUH1,PC,3/22/19,15:00,274.2,6964.68,0
53945,19007374,MAUH1,PC,3/22/19,18:00,274.2,6964.68,0
53957,19007374,MAUH1,PC,3/22/19,20:00,274.2,6964.68,0
53969,19007374,MAUH1,PC,3/22/19,23:00,274.2,6964.68,0
53981,19007374,MAUH1,PC,3/23/19,2:00,274.2,6964.68,0
53993,19007374,MAUH1,PC,3/23/19,4:02,274.2,6964.68,0
54005,19007374,MAUH1,PC,3/23/19,7:00,274.2,6964.68,0
54017,19007374,MAUH1,PC,3/23/19,10:00,274.2,6964.68,0
54029,19007374,MAUH1,PC,3/23/19,12:01,274.21,6964.934,2.35185E-05
54041,19007374,MAUH1,PC,3/23/19,15:00,274.3,6967.22,0.000211667
54053,19007374,MAUH1,PC,3/23/19,18:00,274.3,6967.22,0
54065,19007374,MAUH1,PC,3/23/19,20:01,274.31,6967.474,2.35185E-05
54077,19007374,MAUH1,PC,3/23/19,23:00,274.31,6967.474,0
54089,1900B66A,MOAH1,PC,3/17/19,0:47,58.46,1484.884,-0.507647222
54101,1900B66A,MOAH1,PC,3/17/19,3:15,58.46,1484.884,0
54113,1900B66A,MOAH1,PC,3/17/19,6:15,58.46,1484.884,0
54125,1900B66A,MOAH1,PC,3/17/19,9:15,58.46,1484.884,0
54137,1900B66A,MOAH1,PC,3/17/19,12:15,58.46,1484.884,0
54149,1900B66A,MOAH1,PC,3/17/19,14:15,58.46,1484.884,0
54161,1900B66A,MOAH1,PC,3/17/19,17:15,58.46,1484.884,0
54173,1900B66A,MOAH1,PC,3/17/19,20:15,58.46,1484.884,0
54185,1900B66A,MOAH1,PC,3/17/19,23:15,58.46,1484.884,0
54197,1900B66A,MOAH1,PC,3/18/19,1:15,58.46,1484.884,0
54209,1900B66A,MOAH1,PC,3/18/19,4:15,58.46,1484.884,0
54221,1900B66A,MOAH1,PC,3/18/19,7:15,58.46,1484.884,0
54233,1900B66A,MOAH1,PC,3/18/19,10:15,58.46,1484.884,0
54245,1900B66A,MOAH1,PC,3/18/19,12:51,58.46,1484.884,0
54257,1900B66A,MOAH1,PC,3/18/19,15:15,58.46,1484.884,0
54269,1900B66A,MOAH1,PC,3/18/19,18:15,58.46,1484.884,0
54281,1900B66A,MOAH1,PC,3/18/19,21:15,58.46,1484.884,0
54293,1900B66A,MOAH1,PC,3/19/19,0:15,58.46,1484.884,0
54305,1900B66A,MOAH1,PC,3/19/19,2:15,58.46,1484.884,0
54317,1900B66A,MOAH1,PC,3/19/19,5:15,58.46,1484.884,0
54329,1900B66A,MOAH1,PC,3/19/19,8:15,58.46,1484.884,0
54341,1900B66A,MOAH1,PC,3/19/19,11:15,58.46,1484.884,0
54353,1900B66A,MOAH1,PC,3/19/19,13:15,58.46,1484.884,0
54365,1900B66A,MOAH1,PC,3/19/19,16:15,58.46,1484.884,0
54377,1900B66A,MOAH1,PC,3/19/19,19:15,58.46,1484.884,0
54389,1900B66A,MOAH1,PC,3/19/19,22:15,58.46,1484.884,0
54401,1900B66A,MOAH1,PC,3/20/19,0:56,58.46,1484.884,0
54413,1900B66A,MOAH1,PC,3/20/19,3:15,58.46,1484.884,0
54425,1900B66A,MOAH1,PC,3/20/19,6:15,58.46,1484.884,0
54437,1900B66A,MOAH1,PC,3/20/19,9:15,58.46,1484.884,0
54449,1900B66A,MOAH1,PC,3/20/19,12:15,58.46,1484.884,0
54461,1900B66A,MOAH1,PC,3/20/19,14:15,58.46,1484.884,0
54473,1900B66A,MOAH1,PC,3/20/19,17:15,58.46,1484.884,0
54485,1900B66A,MOAH1,PC,3/20/19,20:15,58.46,1484.884,0
54497,1900B66A,MOAH1,PC,3/20/19,23:15,58.46,1484.884,0
54509,1900B66A,MOAH1,PC,3/21/19,1:15,58.46,1484.884,0
54521,1900B66A,MOAH1,PC,3/21/19,4:15,58.46,1484.884,0
54533,1900B66A,MOAH1,PC,3/21/19,7:15,58.46,1484.884,0
54545,1900B66A,MOAH1,PC,3/21/19,10:15,58.46,1484.884,0
54557,1900B66A,MOAH1,PC,3/21/19,13:00,58.46,1484.884,0
54569,1900B66A,MOAH1,PC,3/21/19,15:15,58.46,1484.884,0
54581,1900B66A,MOAH1,PC,3/21/19,18:15,58.46,1484.884,0
54593,1900B66A,MOAH1,PC,3/21/19,21:15,58.46,1484.884,0
54605,1900B66A,MOAH1,PC,3/22/19,0:15,58.46,1484.884,0
54617,1900B66A,MOAH1,PC,3/22/19,2:15,58.46,1484.884,0
54629,1900B66A,MOAH1,PC,3/22/19,5:15,58.46,1484.884,0
54641,1900B66A,MOAH1,PC,3/22/19,8:15,58.46,1484.884,0
54653,1900B66A,MOAH1,PC,3/22/19,11:15,58.46,1484.884,0
54665,1900B66A,MOAH1,PC,3/22/19,13:20,58.46,1484.884,0
54677,1900B66A,MOAH1,PC,3/22/19,16:15,58.5,1485.9,9.40741E-05
54689,1900B66A,MOAH1,PC,3/22/19,19:15,58.5,1485.9,0
54701,1900B66A,MOAH1,PC,3/22/19,22:15,58.5,1485.9,0
54713,1900B66A,MOAH1,PC,3/23/19,1:05,58.5,1485.9,0
54725,1900B66A,MOAH1,PC,3/23/19,3:15,58.5,1485.9,0
54737,1900B66A,MOAH1,PC,3/23/19,6:15,58.5,1485.9,0
54749,1900B66A,MOAH1,PC,3/23/19,9:15,58.5,1485.9,0
54761,1900B66A,MOAH1,PC,3/23/19,12:15,58.5,1485.9,0
54773,1900B66A,MOAH1,PC,3/23/19,14:15,58.51,1486.154,2.35185E-05
54785,1900B66A,MOAH1,PC,3/23/19,17:15,58.51,1486.154,0
54797,1900B66A,MOAH1,PC,3/23/19,20:15,58.53,1486.662,4.7037E-05
54809,1900B66A,MOAH1,PC,3/23/19,23:15,58.58,1487.932,0.000117593
54821,1900B66A,MOAH1,PC,3/24/19,1:21,58.58,1487.932,0
54833,1900D38C,NIUH1,PC,3/17/19,3:30,132.6,3368.04,0.174084074
54845,1900D38C,NIUH1,PC,3/17/19,6:30,132.6,3368.04,0
54857,1900D38C,NIUH1,PC,3/17/19,9:10,132.6,3368.04,0
54869,1900D38C,NIUH1,PC,3/17/19,11:30,132.6,3368.04,0
54881,1900D38C,NIUH1,PC,3/17/19,14:30,132.6,3368.04,0
54893,1900D38C,NIUH1,PC,3/17/19,17:30,132.6,3368.04,0
54905,1900D38C,NIUH1,PC,3/17/19,20:30,132.6,3368.04,0
54917,1900D38C,NIUH1,PC,3/17/19,22:30,132.6,3368.04,0
54929,1900D38C,NIUH1,PC,3/18/19,1:30,132.6,3368.04,0
54941,1900D38C,NIUH1,PC,3/18/19,4:30,132.6,3368.04,0
54953,1900D38C,NIUH1,PC,3/18/19,7:30,132.6,3368.04,0
54965,1900D38C,NIUH1,PC,3/18/19,9:30,132.6,3368.04,0
54977,1900D38C,NIUH1,PC,3/18/19,12:30,132.6,3368.04,0
54989,1900D38C,NIUH1,PC,3/18/19,15:30,132.6,3368.04,0
55001,1900D38C,NIUH1,PC,3/18/19,18:30,132.6,3368.04,0
55013,1900D38C,NIUH1,PC,3/18/19,21:11,132.6,3368.04,0
55025,1900D38C,NIUH1,PC,3/18/19,23:30,132.6,3368.04,0
55037,1900D38C,NIUH1,PC,3/19/19,2:30,132.6,3368.04,0
55049,1900D38C,NIUH1,PC,3/19/19,5:30,132.6,3368.04,0
55061,1900D38C,NIUH1,PC,3/19/19,8:30,132.6,3368.04,0
55073,1900D38C,NIUH1,PC,3/19/19,10:30,132.6,3368.04,0
55085,1900D38C,NIUH1,PC,3/19/19,13:30,132.6,3368.04,0
55097,1900D38C,NIUH1,PC,3/19/19,16:30,132.6,3368.04,0
55109,1900D38C,NIUH1,PC,3/19/19,19:30,132.6,3368.04,0
55121,1900D38C,NIUH1,PC,3/19/19,21:30,132.6,3368.04,0
55133,1900D38C,NIUH1,PC,3/20/19,0:30,132.6,3368.04,0
55145,1900D38C,NIUH1,PC,3/20/19,3:30,132.6,3368.04,0
55157,1900D38C,NIUH1,PC,3/20/19,6:30,132.6,3368.04,0
55169,1900D38C,NIUH1,PC,3/20/19,9:15,132.6,3368.04,0
55181,1900D38C,NIUH1,PC,3/20/19,11:30,132.6,3368.04,0
55193,1900D38C,NIUH1,PC,3/20/19,14:30,132.6,3368.04,0
55205,1900D38C,NIUH1,PC,3/20/19,17:30,132.6,3368.04,0
55217,1900D38C,NIUH1,PC,3/20/19,20:30,132.6,3368.04,0
55229,1900D38C,NIUH1,PC,3/20/19,22:30,132.6,3368.04,0
55241,1900D38C,NIUH1,PC,3/21/19,1:30,132.6,3368.04,0
55253,1900D38C,NIUH1,PC,3/21/19,4:30,132.6,3368.04,0
55265,1900D38C,NIUH1,PC,3/21/19,7:30,132.6,3368.04,0
55277,1900D38C,NIUH1,PC,3/21/19,9:30,132.6,3368.04,0
55289,1900D38C,NIUH1,PC,3/21/19,12:30,132.6,3368.04,0
55301,1900D38C,NIUH1,PC,3/21/19,15:30,132.6,3368.04,0
55313,1900D38C,NIUH1,PC,3/21/19,18:30,132.6,3368.04,0
55325,1900D38C,NIUH1,PC,3/21/19,21:16,132.6,3368.04,0
55337,1900D38C,NIUH1,PC,3/21/19,23:30,132.6,3368.04,0
55349,1900D38C,NIUH1,PC,3/22/19,2:30,132.6,3368.04,0
55361,1900D38C,NIUH1,PC,3/22/19,5:30,132.6,3368.04,0
55373,1900D38C,NIUH1,PC,3/22/19,8:30,132.6,3368.04,0
55385,1900D38C,NIUH1,PC,3/22/19,10:30,132.6,3368.04,0
55397,1900D38C,NIUH1,PC,3/22/19,13:30,132.6,3368.04,0
55409,1900D38C,NIUH1,PC,3/22/19,16:30,132.6,3368.04,0
55421,1900D38C,NIUH1,PC,3/22/19,19:30,132.6,3368.04,0
55433,1900D38C,NIUH1,PC,3/22/19,21:31,132.6,3368.04,0
55445,1900D38C,NIUH1,PC,3/23/19,0:30,132.6,3368.04,0
55457,1900D38C,NIUH1,PC,3/23/19,3:30,132.6,3368.04,0
55469,1900D38C,NIUH1,PC,3/23/19,6:30,132.6,3368.04,0
55481,1900D38C,NIUH1,PC,3/23/19,9:17,132.6,3368.04,0
55493,1900D38C,NIUH1,PC,3/23/19,11:30,132.6,3368.04,0
55505,1900D38C,NIUH1,PC,3/23/19,14:30,132.65,3369.31,0.000117593
55517,1900D38C,NIUH1,PC,3/23/19,17:30,132.67,3369.818,4.7037E-05
55529,1900D38C,NIUH1,PC,3/23/19,20:30,132.67,3369.818,0
55541,1900D38C,NIUH1,PC,3/23/19,22:30,132.7,3370.58,7.05556E-05
55553,19011468,OFSH1,PC,3/17/19,0:45,114.38,2905.252,-0.043085926
55565,19011468,OFSH1,PC,3/17/19,3:45,114.38,2905.252,0
55577,19011468,OFSH1,PC,3/17/19,6:45,114.38,2905.252,0
55589,19011468,OFSH1,PC,3/17/19,8:45,114.38,2905.252,0
55601,19011468,OFSH1,PC,3/17/19,11:45,114.38,2905.252,0
55613,19011468,OFSH1,PC,3/17/19,14:45,114.38,2905.252,0
55625,19011468,OFSH1,PC,3/17/19,17:45,114.38,2905.252,0
55637,19011468,OFSH1,PC,3/17/19,19:46,114.38,2905.252,0
55649,19011468,OFSH1,PC,3/17/19,22:45,114.38,2905.252,0
55661,19011468,OFSH1,PC,3/18/19,1:45,114.38,2905.252,0
55673,19011468,OFSH1,PC,3/18/19,4:45,114.38,2905.252,0
55685,19011468,OFSH1,PC,3/18/19,7:36,114.38,2905.252,0
55697,19011468,OFSH1,PC,3/18/19,9:45,114.38,2905.252,0
55709,19011468,OFSH1,PC,3/18/19,12:45,114.38,2905.252,0
55721,19011468,OFSH1,PC,3/18/19,15:45,114.38,2905.252,0
55733,19011468,OFSH1,PC,3/18/19,18:45,114.38,2905.252,0
55745,19011468,OFSH1,PC,3/18/19,20:45,114.38,2905.252,0
55757,19011468,OFSH1,PC,3/18/19,23:45,114.38,2905.252,0
55769,19011468,OFSH1,PC,3/19/19,2:45,114.38,2905.252,0
55781,19011468,OFSH1,PC,3/19/19,5:45,114.38,2905.252,0
55793,19011468,OFSH1,PC,3/19/19,7:51,114.38,2905.252,0
55805,19011468,OFSH1,PC,3/19/19,10:45,114.38,2905.252,0
55817,19011468,OFSH1,PC,3/19/19,13:45,114.38,2905.252,0
55829,19011468,OFSH1,PC,3/19/19,16:45,114.38,2905.252,0
55841,19011468,OFSH1,PC,3/19/19,19:41,114.38,2905.252,0
55853,19011468,OFSH1,PC,3/19/19,21:45,114.38,2905.252,0
55865,19011468,OFSH1,PC,3/20/19,0:45,114.38,2905.252,0
55877,19011468,OFSH1,PC,3/20/19,3:45,114.38,2905.252,0
55889,19011468,OFSH1,PC,3/20/19,6:45,114.38,2905.252,0
55901,19011468,OFSH1,PC,3/20/19,8:45,114.38,2905.252,0
55913,19011468,OFSH1,PC,3/20/19,11:45,114.39,2905.506,2.35185E-05
55925,19011468,OFSH1,PC,3/20/19,14:45,114.39,2905.506,0
55937,19011468,OFSH1,PC,3/20/19,17:45,114.39,2905.506,0
55949,19011468,OFSH1,PC,3/20/19,19:56,114.39,2905.506,0
55961,19011468,OFSH1,PC,3/20/19,22:45,114.39,2905.506,0
55973,19011468,OFSH1,PC,3/21/19,1:45,114.39,2905.506,0
55985,19011468,OFSH1,PC,3/21/19,4:45,114.39,2905.506,0
55997,19011468,OFSH1,PC,3/21/19,7:42,114.39,2905.506,0
56009,19011468,OFSH1,PC,3/21/19,9:45,114.39,2905.506,0
56021,19011468,OFSH1,PC,3/21/19,12:45,114.41,2906.014,4.7037E-05
56033,19011468,OFSH1,PC,3/21/19,15:45,114.42,2906.268,2.35185E-05
56045,19011468,OFSH1,PC,3/21/19,18:45,114.42,2906.268,0
56057,19011468,OFSH1,PC,3/21/19,20:45,114.42,2906.268,0
56069,19011468,OFSH1,PC,3/21/19,23:45,114.42,2906.268,0
56081,19011468,OFSH1,PC,3/22/19,2:45,114.42,2906.268,0
56093,19011468,OFSH1,PC,3/22/19,5:45,114.42,2906.268,0
56105,19011468,OFSH1,PC,3/22/19,8:00,114.42,2906.268,0
56117,19011468,OFSH1,PC,3/22/19,10:45,114.42,2906.268,0
56129,19011468,OFSH1,PC,3/22/19,13:45,114.42,2906.268,0
56141,19011468,OFSH1,PC,3/22/19,16:45,114.42,2906.268,0
56153,19011468,OFSH1,PC,3/22/19,19:45,114.42,2906.268,0
56165,19011468,OFSH1,PC,3/22/19,21:45,114.42,2906.268,0
56177,19011468,OFSH1,PC,3/23/19,0:45,114.42,2906.268,0
56189,19011468,OFSH1,PC,3/23/19,3:45,114.42,2906.268,0
56201,19011468,OFSH1,PC,3/23/19,6:45,114.42,2906.268,0
56213,19011468,OFSH1,PC,3/23/19,8:45,114.42,2906.268,0
56225,19011468,OFSH1,PC,3/23/19,11:45,114.42,2906.268,0
56237,19011468,OFSH1,PC,3/23/19,14:45,114.44,2906.776,4.7037E-05
56249,19011468,OFSH1,PC,3/23/19,17:45,114.44,2906.776,0
56261,19011468,OFSH1,PC,3/23/19,20:02,114.44,2906.776,0
56273,19011468,OFSH1,PC,3/23/19,22:45,114.44,2906.776,0
56285,19014414,PFSH1,PC,3/17/19,1:00,34.04,864.616,-0.189088889
56297,19014414,PFSH1,PC,3/17/19,3:00,34.04,864.616,0
56309,19014414,PFSH1,PC,3/17/19,6:00,34.04,864.616,0
56321,19014414,PFSH1,PC,3/17/19,9:00,34.04,864.616,0
56333,19014414,PFSH1,PC,3/17/19,11:00,34.04,864.616,0
56345,19014414,PFSH1,PC,3/17/19,14:00,34.04,864.616,0
56357,19014414,PFSH1,PC,3/17/19,17:00,34.04,864.616,0
56369,19014414,PFSH1,PC,3/17/19,19:02,34.04,864.616,0
56381,19014414,PFSH1,PC,3/17/19,22:00,34.04,864.616,0
56393,19014414,PFSH1,PC,3/18/19,1:00,34.04,864.616,0
56405,19014414,PFSH1,PC,3/18/19,3:01,34.04,864.616,0
56417,19014414,PFSH1,PC,3/18/19,6:00,34.04,864.616,0
56429,19014414,PFSH1,PC,3/18/19,9:00,34.04,864.616,0
56441,19014414,PFSH1,PC,3/18/19,11:02,34.04,864.616,0
56453,19014414,PFSH1,PC,3/18/19,14:00,34.04,864.616,0
56465,19014414,PFSH1,PC,3/18/19,17:00,34.04,864.616,0
56477,19014414,PFSH1,PC,3/18/19,19:01,34.04,864.616,0
56489,19014414,PFSH1,PC,3/18/19,22:00,34.04,864.616,0
56501,19014414,PFSH1,PC,3/19/19,1:00,34.04,864.616,0
56513,19014414,PFSH1,PC,3/19/19,3:02,34.04,864.616,0
56525,19014414,PFSH1,PC,3/19/19,6:00,34.04,864.616,0
56537,19014414,PFSH1,PC,3/19/19,9:00,34.04,864.616,0
56549,19014414,PFSH1,PC,3/19/19,11:01,34.04,864.616,0
56561,19014414,PFSH1,PC,3/19/19,14:00,34.04,864.616,0
56573,19014414,PFSH1,PC,3/19/19,17:00,34.04,864.616,0
56585,19014414,PFSH1,PC,3/19/19,19:01,34.04,864.616,0
56597,19014414,PFSH1,PC,3/19/19,22:00,34.04,864.616,0
56609,19014414,PFSH1,PC,3/20/19,1:00,34.04,864.616,0
56621,19014414,PFSH1,PC,3/20/19,3:01,34.04,864.616,0
56633,19014414,PFSH1,PC,3/20/19,6:00,34.04,864.616,0
56645,19014414,PFSH1,PC,3/20/19,9:00,34.04,864.616,0
56657,19014414,PFSH1,PC,3/20/19,11:02,34.04,864.616,0
56669,19014414,PFSH1,PC,3/20/19,14:00,34.04,864.616,0
56681,19014414,PFSH1,PC,3/20/19,17:00,34.04,864.616,0
56693,19014414,PFSH1,PC,3/20/19,19:01,34.04,864.616,0
56705,19014414,PFSH1,PC,3/20/19,22:00,34.04,864.616,0
56717,19014414,PFSH1,PC,3/21/19,1:00,34.04,864.616,0
56729,19014414,PFSH1,PC,3/21/19,3:15,34.04,864.616,0
56741,19014414,PFSH1,PC,3/21/19,6:00,34.04,864.616,0
56753,19014414,PFSH1,PC,3/21/19,9:00,34.04,864.616,0
56765,19014414,PFSH1,PC,3/21/19,11:15,34.04,864.616,0
56777,19014414,PFSH1,PC,3/21/19,14:00,34.04,864.616,0
56789,19014414,PFSH1,PC,3/21/19,17:00,34.04,864.616,0
56801,19014414,PFSH1,PC,3/21/19,19:15,34.04,864.616,0
56813,19014414,PFSH1,PC,3/21/19,22:00,34.04,864.616,0
56825,19014414,PFSH1,PC,3/22/19,1:00,34.04,864.616,0
56837,19014414,PFSH1,PC,3/22/19,3:15,34.04,864.616,0
56849,19014414,PFSH1,PC,3/22/19,6:00,34.04,864.616,0
56861,19014414,PFSH1,PC,3/22/19,9:00,34.04,864.616,0
56873,19014414,PFSH1,PC,3/22/19,11:15,34.04,864.616,0
56885,19014414,PFSH1,PC,3/22/19,14:00,34.04,864.616,0
56897,19014414,PFSH1,PC,3/22/19,17:00,34.04,864.616,0
56909,19014414,PFSH1,PC,3/22/19,19:15,34.04,864.616,0
56921,19014414,PFSH1,PC,3/22/19,22:00,34.04,864.616,0
56933,19014414,PFSH1,PC,3/23/19,1:00,34.04,864.616,0
56945,19014414,PFSH1,PC,3/23/19,3:15,34.04,864.616,0
56957,19014414,PFSH1,PC,3/23/19,6:00,34.04,864.616,0
56969,19014414,PFSH1,PC,3/23/19,9:00,34.04,864.616,0
56981,19014414,PFSH1,PC,3/23/19,11:15,34.04,864.616,0
56993,19014414,PFSH1,PC,3/23/19,14:00,34.07,865.378,7.05556E-05
57005,19014414,PFSH1,PC,3/23/19,17:00,34.08,865.632,2.35185E-05
57017,19014414,PFSH1,PC,3/23/19,19:15,34.11,866.394,7.05556E-05
57029,19014414,PFSH1,PC,3/23/19,22:00,34.12,866.648,2.35185E-05
57041,19014414,PFSH1,PC,3/24/19,1:00,34.12,866.648,0
57053,19051152,PUNH1,PC,3/17/19,3:15,110.38,2803.652,0.179352222
