n,ID,Code,Scode,Date,Time,Rainfall(in),Rainfall(mm),Rainfall Rate ( mm/hr)
117497,48703040,PULH1,PC,3/21/19,3:37,4.89,124.206,0
117509,48703040,PULH1,PC,3/21/19,15:37,4.89,124.206,0
117521,48703040,PULH1,PC,3/22/19,3:37,4.89,124.206,0
117533,48703040,PULH1,PC,3/22/19,15:37,4.89,124.206,0
117545,48703040,PULH1,PC,3/23/19,3:37,4.89,124.206,0
117557,48703040,PULH1,PC,3/23/19,15:37,4.89,124.206,0
119273,487046D0,PWWH1,PC,3/17/19,8:37,4.94,125.476,0.011618148
119285,487046D0,PWWH1,PC,3/17/19,20:37,4.94,125.476,0
119297,487046D0,PWWH1,PC,3/18/19,8:37,4.94,125.476,0
119309,487046D0,PWWH1,PC,3/18/19,20:37,4.94,125.476,0
119321,487046D0,PWWH1,PC,3/19/19,8:37,4.94,125.476,0
119333,487046D0,PWWH1,PC,3/19/19,20:37,4.94,125.476,0
119345,487046D0,PWWH1,PC,3/20/19,8:37,4.94,125.476,0
119357,487046D0,PWWH1,PC,3/20/19,20:37,4.94,125.476,0
119369,487046D0,PWWH1,PC,3/21/19,8:37,4.94,125.476,0
119381,487046D0,PWWH1,PC,3/21/19,20:37,4.94,125.476,0
119393,487046D0,PWWH1,PC,3/22/19,8:37,4.94,125.476,0
119405,487046D0,PWWH1,PC,3/22/19,20:37,4.94,125.476,0
119417,487046D0,PWWH1,PC,3/23/19,8:37,4.94,125.476,0
119429,487046D0,PWWH1,PC,3/23/19,20:37,4.94,125.476,0
121133,4870603C,MNRH1,PC,3/17/19,1:34,1.6,40.64,0.003762963
121145,4870603C,MNRH1,PC,3/17/19,13:34,1.6,40.64,0
121157,4870603C,MNRH1,PC,3/18/19,1:34,1.6,40.64,0
121169,4870603C,MNRH1,PC,3/18/19,13:34,1.6,40.64,0
121181,4870603C,MNRH1,PC,3/19/19,1:34,1.6,40.64,0
121193,4870603C,MNRH1,PC,3/19/19,13:34,1.6,40.64,0
121205,4870603C,MNRH1,PC,3/20/19,1:34,1.6,40.64,0
121217,4870603C,MNRH1,PC,3/20/19,13:34,1.6,40.64,0
121229,4870603C,MNRH1,PC,3/21/19,1:34,1.6,40.64,0
121241,4870603C,MNRH1,PC,3/21/19,13:34,1.6,40.64,0
121253,4870603C,MNRH1,PC,3/22/19,1:34,1.6,40.64,0
121265,4870603C,MNRH1,PC,3/22/19,13:34,1.6,40.64,0
121277,4870603C,MNRH1,PC,3/23/19,1:34,1.6,40.64,0
121289,4870603C,MNRH1,PC,3/23/19,13:34,1.6,40.64,0
121301,4870603C,MNRH1,PC,3/24/19,1:34,1.6,40.64,0
123005,4870734A,POPH1,PC,3/17/19,6:34,2.4,60.96,0.005644444
123017,4870734A,POPH1,PC,3/17/19,18:34,2.4,60.96,0
123029,4870734A,POPH1,PC,3/18/19,6:34,2.4,60.96,0
123041,4870734A,POPH1,PC,3/18/19,18:34,2.4,60.96,0
123053,4870734A,POPH1,PC,3/19/19,6:34,2.4,60.96,0
123065,4870734A,POPH1,PC,3/19/19,18:34,2.4,60.96,0
123077,4870734A,POPH1,PC,3/20/19,6:34,2.4,60.96,0
123089,4870734A,POPH1,PC,3/20/19,18:34,2.4,60.96,0
123101,4870734A,POPH1,PC,3/21/19,6:34,2.4,60.96,0
123113,4870734A,POPH1,PC,3/21/19,18:34,2.4,60.96,0
123125,4870734A,POPH1,PC,3/22/19,6:34,2.4,60.96,0
123137,4870734A,POPH1,PC,3/22/19,18:34,2.4,60.96,0
123149,4870734A,POPH1,PC,3/23/19,6:34,2.4,60.96,0
123161,4870734A,POPH1,PC,3/23/19,18:34,2.4,60.96,0
124877,487090B8,WHGH1,PC,3/17/19,11:35,1.28,32.512,0.00301037
124889,487090B8,WHGH1,PC,3/17/19,23:35,1.28,32.512,0
124901,487090B8,WHGH1,PC,3/18/19,11:35,1.28,32.512,0
124913,487090B8,WHGH1,PC,3/18/19,23:35,1.28,32.512,0
124925,487090B8,WHGH1,PC,3/19/19,11:35,1.28,32.512,0
124937,487090B8,WHGH1,PC,3/19/19,23:35,1.28,32.512,0
124949,487090B8,WHGH1,PC,3/20/19,11:35,1.28,32.512,0
124961,487090B8,WHGH1,PC,3/20/19,23:35,1.28,32.512,0
124973,487090B8,WHGH1,PC,3/21/19,11:35,1.28,32.512,0
124985,487090B8,WHGH1,PC,3/21/19,23:35,1.28,32.512,0
124997,487090B8,WHGH1,PC,3/22/19,11:35,1.28,32.512,0
125009,487090B8,WHGH1,PC,3/22/19,23:35,1.28,32.512,0
125021,487090B8,WHGH1,PC,3/23/19,11:35,1.28,32.512,0
125033,487090B8,WHGH1,PC,3/23/19,23:35,1.28,32.512,0
126737,4870B654,KHRH1,PC,3/17/19,4:35,4.22,107.188,0.009924815
126749,4870B654,KHRH1,PC,3/17/19,16:35,4.22,107.188,0
126761,4870B654,KHRH1,PC,3/18/19,4:35,4.22,107.188,0
126773,4870B654,KHRH1,PC,3/18/19,16:35,4.22,107.188,0
126785,4870B654,KHRH1,PC,3/19/19,4:35,4.22,107.188,0
126797,4870B654,KHRH1,PC,3/19/19,16:35,4.22,107.188,0
126809,4870B654,KHRH1,PC,3/20/19,4:35,4.22,107.188,0
126821,4870B654,KHRH1,PC,3/20/19,16:35,4.22,107.188,0
126833,4870B654,KHRH1,PC,3/21/19,4:35,4.22,107.188,0
126845,4870B654,KHRH1,PC,3/21/19,16:35,4.22,107.188,0
126857,4870B654,KHRH1,PC,3/22/19,4:35,4.22,107.188,0
126869,4870B654,KHRH1,PC,3/22/19,16:35,4.22,107.188,0
126881,4870B654,KHRH1,PC,3/23/19,4:35,4.22,107.188,0
126893,4870B654,KHRH1,PC,3/23/19,16:35,4.22,107.188,0
128609,4870C0C4,WKVH1,PC,3/17/19,9:35,2.24,56.896,0.005268148
128621,4870C0C4,WKVH1,PC,3/17/19,21:35,2.24,56.896,0
128633,4870C0C4,WKVH1,PC,3/18/19,9:35,2.24,56.896,0
128645,4870C0C4,WKVH1,PC,3/18/19,21:35,2.24,56.896,0
128657,4870C0C4,WKVH1,PC,3/19/19,9:35,2.24,56.896,0
128669,4870C0C4,WKVH1,PC,3/19/19,21:35,2.24,56.896,0
128681,4870C0C4,WKVH1,PC,3/20/19,9:35,2.24,56.896,0
128693,4870C0C4,WKVH1,PC,3/20/19,21:35,2.24,56.896,0
128705,4870C0C4,WKVH1,PC,3/21/19,9:35,2.24,56.896,0
128717,4870C0C4,WKVH1,PC,3/21/19,21:35,2.24,56.896,0
128729,4870C0C4,WKVH1,PC,3/22/19,9:35,2.24,56.896,0
128741,4870C0C4,WKVH1,PC,3/22/19,21:35,2.24,56.896,0
128753,4870C0C4,WKVH1,PC,3/23/19,9:35,2.24,56.896,0
128765,4870C0C4,WKVH1,PC,3/23/19,21:35,2.24,56.896,0
130469,4870D3B2,AHMH1,PC,3/17/19,2:35,4.59,116.586,0.010795
130481,4870D3B2,AHMH1,PC,3/17/19,14:35,4.59,116.586,0
130493,4870D3B2,AHMH1,PC,3/18/19,2:35,4.59,116.586,0
130505,4870D3B2,AHMH1,PC,3/18/19,14:35,4.59,116.586,0
130517,4870D3B2,AHMH1,PC,3/19/19,2:35,4.59,116.586,0
130529,4870D3B2,AHMH1,PC,3/19/19,14:35,4.59,116.586,0
130541,4870D3B2,AHMH1,PC,3/20/19,2:35,4.59,116.586,0
130553,4870D3B2,AHMH1,PC,3/20/19,14:35,4.59,116.586,0
130565,4870D3B2,AHMH1,PC,3/21/19,2:35,4.59,116.586,0
130577,4870D3B2,AHMH1,PC,3/21/19,14:35,4.59,116.586,0
130589,4870D3B2,AHMH1,PC,3/22/19,2:35,4.59,116.586,0
130601,4870D3B2,AHMH1,PC,3/22/19,14:35,4.61,117.094,4.7037E-05
130613,4870D3B2,AHMH1,PC,3/23/19,2:35,4.64,117.856,7.05556E-05
130625,4870D3B2,AHMH1,PC,3/23/19,14:35,4.65,118.11,2.35185E-05
132341,4870E628,KPLH1,PC,3/17/19,7:36,4.15,105.41,0.009760185
132353,4870E628,KPLH1,PC,3/17/19,19:36,4.15,105.41,0
132365,4870E628,KPLH1,PC,3/18/19,7:36,4.15,105.41,0
132377,4870E628,KPLH1,PC,3/18/19,19:36,4.15,105.41,0
132389,4870E628,KPLH1,PC,3/19/19,7:36,4.15,105.41,0
132401,4870E628,KPLH1,PC,3/19/19,19:36,4.15,105.41,0
132413,4870E628,KPLH1,PC,3/20/19,7:36,4.15,105.41,0
132425,4870E628,KPLH1,PC,3/20/19,19:36,4.15,105.41,0
132437,4870E628,KPLH1,PC,3/21/19,7:36,4.15,105.41,0
132449,4870E628,KPLH1,PC,3/21/19,19:36,4.15,105.41,0
132461,4870E628,KPLH1,PC,3/22/19,7:36,4.15,105.41,0
132473,4870E628,KPLH1,PC,3/22/19,19:36,4.15,105.41,0
132485,4870E628,KPLH1,PC,3/23/19,7:36,4.15,105.41,0
132497,4870E628,KPLH1,PC,3/23/19,19:36,4.15,105.41,0
134213,4870F55E,PLHH1,PC,3/17/19,12:36,3.15,80.01,0.007408333
134225,4870F55E,PLHH1,PC,3/18/19,0:36,3.15,80.01,0
134237,4870F55E,PLHH1,PC,3/18/19,12:36,3.15,80.01,0
134249,4870F55E,PLHH1,PC,3/19/19,0:36,3.15,80.01,0
134261,4870F55E,PLHH1,PC,3/19/19,12:36,3.15,80.01,0
134273,4870F55E,PLHH1,PC,3/20/19,0:36,3.15,80.01,0
134285,4870F55E,PLHH1,PC,3/20/19,12:36,3.15,80.01,0
134297,4870F55E,PLHH1,PC,3/21/19,0:36,3.16,80.264,2.35185E-05
134309,4870F55E,PLHH1,PC,3/21/19,12:36,3.16,80.264,0
134321,4870F55E,PLHH1,PC,3/22/19,0:36,3.16,80.264,0
134333,4870F55E,PLHH1,PC,3/22/19,12:36,3.16,80.264,0
134345,4870F55E,PLHH1,PC,3/23/19,0:36,3.16,80.264,0
134357,4870F55E,PLHH1,PC,3/23/19,12:36,3.16,80.264,0
134369,4870F55E,PLHH1,PC,3/24/19,0:36,3.19,81.026,7.05556E-05
136073,48710720,KKRH1,PC,3/17/19,5:36,6.49,164.846,0.015263519
136085,48710720,KKRH1,PC,3/17/19,17:36,6.49,164.846,0
136097,48710720,KKRH1,PC,3/18/19,5:36,6.49,164.846,0
136109,48710720,KKRH1,PC,3/18/19,17:36,6.49,164.846,0
136121,48710720,KKRH1,PC,3/19/19,5:36,6.49,164.846,0
136133,48710720,KKRH1,PC,3/19/19,17:36,6.49,164.846,0
136145,48710720,KKRH1,PC,3/20/19,5:36,6.49,164.846,0
136157,48710720,KKRH1,PC,3/20/19,17:36,6.49,164.846,0
136169,48710720,KKRH1,PC,3/21/19,5:36,6.49,164.846,0
136181,48710720,KKRH1,PC,3/21/19,17:36,6.49,164.846,0
136193,48710720,KKRH1,PC,3/22/19,5:36,6.49,164.846,0
136205,48710720,KKRH1,PC,3/22/19,17:36,6.49,164.846,0
136217,48710720,KKRH1,PC,3/23/19,5:36,6.49,164.846,0
136229,48710720,KKRH1,PC,3/23/19,17:36,6.54,166.116,0.000117593
137945,50A0F2E2,KACH1,PC,3/17/19,3:00,28.04,712.216,0.065945926
137957,50A0F2E2,KACH1,PC,3/17/19,5:00,28.04,712.216,0
137969,50A0F2E2,KACH1,PC,3/17/19,8:00,28.04,712.216,0
137981,50A0F2E2,KACH1,PC,3/17/19,11:00,28.04,712.216,0
137993,50A0F2E2,KACH1,PC,3/17/19,14:00,28.04,712.216,0
138005,50A0F2E2,KACH1,PC,3/17/19,16:00,28.04,712.216,0
138017,50A0F2E2,KACH1,PC,3/17/19,19:00,28.04,712.216,0
138029,50A0F2E2,KACH1,PC,3/17/19,22:00,28.04,712.216,0
138041,50A0F2E2,KACH1,PC,3/18/19,1:00,28.04,712.216,0
138053,50A0F2E2,KACH1,PC,3/18/19,3:26,28.04,712.216,0
138065,50A0F2E2,KACH1,PC,3/18/19,6:00,28.04,712.216,0
138077,50A0F2E2,KACH1,PC,3/18/19,9:00,28.04,712.216,0
138089,50A0F2E2,KACH1,PC,3/18/19,12:00,28.04,712.216,0
138101,50A0F2E2,KACH1,PC,3/18/19,15:00,28.04,712.216,0
138113,50A0F2E2,KACH1,PC,3/18/19,17:00,28.04,712.216,0
138125,50A0F2E2,KACH1,PC,3/18/19,20:00,28.04,712.216,0
138137,50A0F2E2,KACH1,PC,3/18/19,23:00,28.04,712.216,0
138149,50A0F2E2,KACH1,PC,3/19/19,2:00,28.04,712.216,0
138161,50A0F2E2,KACH1,PC,3/19/19,4:00,28.04,712.216,0
138173,50A0F2E2,KACH1,PC,3/19/19,7:00,28.04,712.216,0
138185,50A0F2E2,KACH1,PC,3/19/19,10:00,28.04,712.216,0
138197,50A0F2E2,KACH1,PC,3/19/19,13:00,28.04,712.216,0
138209,50A0F2E2,KACH1,PC,3/19/19,15:30,28.04,712.216,0
138221,50A0F2E2,KACH1,PC,3/19/19,18:00,28.04,712.216,0
138233,50A0F2E2,KACH1,PC,3/19/19,21:00,28.04,712.216,0
138245,50A0F2E2,KACH1,PC,3/20/19,0:00,28.04,712.216,0
138257,50A0F2E2,KACH1,PC,3/20/19,3:00,28.04,712.216,0
138269,50A0F2E2,KACH1,PC,3/20/19,5:00,28.04,712.216,0
138281,50A0F2E2,KACH1,PC,3/20/19,8:00,28.04,712.216,0
138293,50A0F2E2,KACH1,PC,3/20/19,11:00,28.04,712.216,0
138305,50A0F2E2,KACH1,PC,3/20/19,14:00,28.04,712.216,0
138317,50A0F2E2,KACH1,PC,3/20/19,16:00,28.04,712.216,0
138329,50A0F2E2,KACH1,PC,3/20/19,19:00,28.04,712.216,0
138341,50A0F2E2,KACH1,PC,3/20/19,22:00,28.04,712.216,0
138353,50A0F2E2,KACH1,PC,3/21/19,1:00,28.04,712.216,0
138365,50A0F2E2,KACH1,PC,3/21/19,3:31,28.04,712.216,0
138377,50A0F2E2,KACH1,PC,3/21/19,6:00,28.04,712.216,0
138389,50A0F2E2,KACH1,PC,3/21/19,9:00,28.04,712.216,0
138401,50A0F2E2,KACH1,PC,3/21/19,12:00,28.04,712.216,0
138413,50A0F2E2,KACH1,PC,3/21/19,15:00,28.04,712.216,0
138425,50A0F2E2,KACH1,PC,3/21/19,17:00,28.04,712.216,0
138437,50A0F2E2,KACH1,PC,3/21/19,20:00,28.04,712.216,0
138449,50A0F2E2,KACH1,PC,3/21/19,23:00,28.04,712.216,0
138461,50A0F2E2,KACH1,PC,3/22/19,2:00,28.04,712.216,0
138473,50A0F2E2,KACH1,PC,3/22/19,4:00,28.04,712.216,0
138485,50A0F2E2,KACH1,PC,3/22/19,7:00,28.04,712.216,0
138497,50A0F2E2,KACH1,PC,3/22/19,10:00,28.04,712.216,0
138509,50A0F2E2,KACH1,PC,3/22/19,13:00,28.04,712.216,0
138521,50A0F2E2,KACH1,PC,3/22/19,15:36,28.04,712.216,0
138533,50A0F2E2,KACH1,PC,3/22/19,18:00,28.04,712.216,0
138545,50A0F2E2,KACH1,PC,3/22/19,21:00,28.04,712.216,0
138557,50A0F2E2,KACH1,PC,3/23/19,0:00,28.04,712.216,0
138569,50A0F2E2,KACH1,PC,3/23/19,3:00,28.04,712.216,0
138581,50A0F2E2,KACH1,PC,3/23/19,5:00,28.04,712.216,0
138593,50A0F2E2,KACH1,PC,3/23/19,8:00,28.04,712.216,0
138605,50A0F2E2,KACH1,PC,3/23/19,11:00,28.04,712.216,0
138617,50A0F2E2,KACH1,PC,3/23/19,14:00,28.04,712.216,0
138629,50A0F2E2,KACH1,PC,3/23/19,16:00,28.04,712.216,0
138641,50A0F2E2,KACH1,PC,3/23/19,19:00,28.04,712.216,0
138653,50A0F2E2,KACH1,PC,3/23/19,22:00,28.04,712.216,0
138665,50A0F2E2,KACH1,PC,3/24/19,1:00,28.04,712.216,0
138677,50A30568,AIKH1,PC,3/17/19,3:15,61.07,1551.178,0.077681667
138689,50A30568,AIKH1,PC,3/17/19,6:15,61.07,1551.178,0
138701,50A30568,AIKH1,PC,3/17/19,9:15,61.07,1551.178,0
138713,50A30568,AIKH1,PC,3/17/19,11:15,61.07,1551.178,0
138725,50A30568,AIKH1,PC,3/17/19,14:15,61.07,1551.178,0
138737,50A30568,AIKH1,PC,3/17/19,17:15,61.12,1552.448,0.000117593
138749,50A30568,AIKH1,PC,3/17/19,20:15,61.12,1552.448,0
138761,50A30568,AIKH1,PC,3/17/19,22:15,61.12,1552.448,0
138773,50A30568,AIKH1,PC,3/18/19,1:15,61.12,1552.448,0
138785,50A30568,AIKH1,PC,3/18/19,4:15,61.12,1552.448,0
138797,50A30568,AIKH1,PC,3/18/19,7:15,61.12,1552.448,0
138809,50A30568,AIKH1,PC,3/18/19,9:45,61.12,1552.448,0
138821,50A30568,AIKH1,PC,3/18/19,12:15,61.12,1552.448,0
138833,50A30568,AIKH1,PC,3/18/19,15:15,61.12,1552.448,0
138845,50A30568,AIKH1,PC,3/18/19,18:15,61.12,1552.448,0
138857,50A30568,AIKH1,PC,3/18/19,21:15,61.12,1552.448,0
138869,50A30568,AIKH1,PC,3/18/19,23:15,61.12,1552.448,0
138881,50A30568,AIKH1,PC,3/19/19,2:15,61.12,1552.448,0
138893,50A30568,AIKH1,PC,3/19/19,5:15,61.12,1552.448,0
138905,50A30568,AIKH1,PC,3/19/19,8:15,61.12,1552.448,0
138917,50A30568,AIKH1,PC,3/19/19,10:15,61.12,1552.448,0
138929,50A30568,AIKH1,PC,3/19/19,13:15,61.12,1552.448,0
138941,50A30568,AIKH1,PC,3/19/19,16:15,61.14,1552.956,4.7037E-05
138953,50A30568,AIKH1,PC,3/19/19,19:15,61.16,1553.464,4.7037E-05
138965,50A30568,AIKH1,PC,3/19/19,21:47,61.16,1553.464,0
138977,50A30568,AIKH1,PC,3/20/19,0:15,61.16,1553.464,0
138989,50A30568,AIKH1,PC,3/20/19,3:15,61.16,1553.464,0
139001,50A30568,AIKH1,PC,3/20/19,6:15,61.16,1553.464,0
139013,50A30568,AIKH1,PC,3/20/19,9:15,61.16,1553.464,0
139025,50A30568,AIKH1,PC,3/20/19,11:15,61.16,1553.464,0
139037,50A30568,AIKH1,PC,3/20/19,14:15,61.16,1553.464,0
139049,50A30568,AIKH1,PC,3/20/19,17:15,61.16,1553.464,0
139061,50A30568,AIKH1,PC,3/20/19,20:15,61.16,1553.464,0
139073,50A30568,AIKH1,PC,3/20/19,22:15,61.16,1553.464,0
139085,50A30568,AIKH1,PC,3/21/19,1:15,61.16,1553.464,0
139097,50A30568,AIKH1,PC,3/21/19,4:15,61.16,1553.464,0
139109,50A30568,AIKH1,PC,3/21/19,7:15,61.16,1553.464,0
139121,50A30568,AIKH1,PC,3/21/19,9:51,61.16,1553.464,0
139133,50A30568,AIKH1,PC,3/21/19,12:15,61.16,1553.464,0
139145,50A30568,AIKH1,PC,3/21/19,15:15,61.16,1553.464,0
139157,50A30568,AIKH1,PC,3/21/19,18:15,61.16,1553.464,0
139169,50A30568,AIKH1,PC,3/21/19,21:15,61.16,1553.464,0
139181,50A30568,AIKH1,PC,3/21/19,23:15,61.16,1553.464,0
139193,50A30568,AIKH1,PC,3/22/19,2:15,61.16,1553.464,0
139205,50A30568,AIKH1,PC,3/22/19,5:15,61.16,1553.464,0
139217,50A30568,AIKH1,PC,3/22/19,8:15,61.23,1555.242,0.00016463
139229,50A30568,AIKH1,PC,3/22/19,10:15,61.23,1555.242,0
139241,50A30568,AIKH1,PC,3/22/19,13:15,61.39,1559.306,0.000376296
139253,50A30568,AIKH1,PC,3/22/19,16:15,61.39,1559.306,0
139265,50A30568,AIKH1,PC,3/22/19,19:15,61.39,1559.306,0
139277,50A30568,AIKH1,PC,3/22/19,21:56,61.39,1559.306,0
139289,50A30568,AIKH1,PC,3/23/19,0:15,61.39,1559.306,0
139301,50A30568,AIKH1,PC,3/23/19,3:15,61.39,1559.306,0
139313,50A30568,AIKH1,PC,3/23/19,6:15,61.39,1559.306,0
139325,50A30568,AIKH1,PC,3/23/19,9:15,61.39,1559.306,0
139337,50A30568,AIKH1,PC,3/23/19,11:15,61.39,1559.306,0
139349,50A30568,AIKH1,PC,3/23/19,14:15,61.39,1559.306,0
139361,50A30568,AIKH1,PC,3/23/19,17:15,61.39,1559.306,0
139373,50A30568,AIKH1,PC,3/23/19,20:15,61.39,1559.306,0
139385,50A30568,AIKH1,PC,3/23/19,22:15,61.39,1559.306,0
139397,50A30568,AIKH1,PC,3/24/19,1:15,61.39,1559.306,0
139409,781001B6,KHKH1,PC,3/17/19,3:30,62.85,1596.39,0.003433704
139421,781001B6,KHKH1,PC,3/17/19,6:30,62.85,1596.39,0
139433,781001B6,KHKH1,PC,3/17/19,9:30,62.85,1596.39,0
139445,781001B6,KHKH1,PC,3/17/19,11:30,62.85,1596.39,0
139457,781001B6,KHKH1,PC,3/17/19,14:30,62.85,1596.39,0
139469,781001B6,KHKH1,PC,3/17/19,17:30,62.89,1597.406,9.40741E-05
139481,781001B6,KHKH1,PC,3/17/19,20:30,62.89,1597.406,0
139493,781001B6,KHKH1,PC,3/17/19,22:31,62.89,1597.406,0
139505,781001B6,KHKH1,PC,3/18/19,1:30,62.89,1597.406,0
139517,781001B6,KHKH1,PC,3/18/19,4:30,62.89,1597.406,0
139529,781001B6,KHKH1,PC,3/18/19,7:30,62.89,1597.406,0
139541,781001B6,KHKH1,PC,3/18/19,10:16,62.89,1597.406,0
139553,781001B6,KHKH1,PC,3/18/19,12:30,62.89,1597.406,0
139565,781001B6,KHKH1,PC,3/18/19,15:30,62.89,1597.406,0
139577,781001B6,KHKH1,PC,3/18/19,18:30,62.89,1597.406,0
139589,781001B6,KHKH1,PC,3/18/19,21:30,62.89,1597.406,0
139601,781001B6,KHKH1,PC,3/18/19,23:30,62.89,1597.406,0
139613,781001B6,KHKH1,PC,3/19/19,2:30,62.89,1597.406,0
139625,781001B6,KHKH1,PC,3/19/19,5:30,62.89,1597.406,0
139637,781001B6,KHKH1,PC,3/19/19,8:30,62.89,1597.406,0
139649,781001B6,KHKH1,PC,3/19/19,10:36,62.89,1597.406,0
139661,781001B6,KHKH1,PC,3/19/19,13:30,62.93,1598.422,9.40741E-05
139673,781001B6,KHKH1,PC,3/19/19,16:30,62.93,1598.422,0
139685,781001B6,KHKH1,PC,3/19/19,19:30,63.07,1601.978,0.000329259
139697,781001B6,KHKH1,PC,3/19/19,22:21,63.07,1601.978,0
139709,781001B6,KHKH1,PC,3/20/19,0:30,63.07,1601.978,0
139721,781001B6,KHKH1,PC,3/20/19,3:30,63.07,1601.978,0
139733,781001B6,KHKH1,PC,3/20/19,6:30,63.07,1601.978,0
139745,781001B6,KHKH1,PC,3/20/19,9:30,63.07,1601.978,0
139757,781001B6,KHKH1,PC,3/20/19,11:30,63.07,1601.978,0
139769,781001B6,KHKH1,PC,3/20/19,14:30,63.07,1601.978,0
139781,781001B6,KHKH1,PC,3/20/19,17:30,63.07,1601.978,0
139793,781001B6,KHKH1,PC,3/20/19,20:30,63.07,1601.978,0
139805,781001B6,KHKH1,PC,3/20/19,22:41,63.07,1601.978,0
139817,781001B6,KHKH1,PC,3/21/19,1:30,63.07,1601.978,0
139829,781001B6,KHKH1,PC,3/21/19,4:30,63.07,1601.978,0
139841,781001B6,KHKH1,PC,3/21/19,7:30,63.07,1601.978,0
139853,781001B6,KHKH1,PC,3/21/19,10:25,63.07,1601.978,0
139865,781001B6,KHKH1,PC,3/21/19,12:30,63.07,1601.978,0
139877,781001B6,KHKH1,PC,3/21/19,15:30,63.07,1601.978,0
139889,781001B6,KHKH1,PC,3/21/19,18:30,63.07,1601.978,0
139901,781001B6,KHKH1,PC,3/21/19,21:30,63.07,1601.978,0
139913,781001B6,KHKH1,PC,3/21/19,23:30,63.07,1601.978,0
139925,781001B6,KHKH1,PC,3/22/19,2:30,63.07,1601.978,0
139937,781001B6,KHKH1,PC,3/22/19,5:30,63.07,1601.978,0
139949,781001B6,KHKH1,PC,3/22/19,8:30,63.07,1601.978,0
139961,781001B6,KHKH1,PC,3/22/19,10:45,63.07,1601.978,0
139973,781001B6,KHKH1,PC,3/22/19,13:30,63.29,1607.566,0.000517407
139985,781001B6,KHKH1,PC,3/22/19,16:30,63.32,1608.328,7.05556E-05
139997,781001B6,KHKH1,PC,3/22/19,19:30,63.32,1608.328,0
140009,781001B6,KHKH1,PC,3/22/19,22:30,63.32,1608.328,0
140021,781001B6,KHKH1,PC,3/23/19,0:30,63.32,1608.328,0
140033,781001B6,KHKH1,PC,3/23/19,3:30,63.32,1608.328,0
140045,781001B6,KHKH1,PC,3/23/19,6:30,63.32,1608.328,0
140057,781001B6,KHKH1,PC,3/23/19,9:30,63.32,1608.328,0
140069,781001B6,KHKH1,PC,3/23/19,11:30,63.32,1608.328,0
140081,781001B6,KHKH1,PC,3/23/19,14:30,63.32,1608.328,0
140093,781001B6,KHKH1,PC,3/23/19,17:30,63.32,1608.328,0
140105,781001B6,KHKH1,PC,3/23/19,20:30,63.32,1608.328,0
140117,781001B6,KHKH1,PC,3/23/19,22:46,63.32,1608.328,0
140129,8170406C,MABH1,PC,3/17/19,0:45,22.76,578.104,-0.095391111
140141,8170406C,MABH1,PC,3/17/19,3:45,22.76,578.104,0
140153,8170406C,MABH1,PC,3/17/19,6:45,22.76,578.104,0
140165,8170406C,MABH1,PC,3/17/19,8:45,22.76,578.104,0
140177,8170406C,MABH1,PC,3/17/19,11:45,22.76,578.104,0
140189,8170406C,MABH1,PC,3/17/19,14:45,22.76,578.104,0
140201,8170406C,MABH1,PC,3/17/19,17:45,22.78,578.612,4.7037E-05
140213,8170406C,MABH1,PC,3/17/19,20:00,22.78,578.612,0
140225,8170406C,MABH1,PC,3/17/19,22:45,22.78,578.612,0
140237,8170406C,MABH1,PC,3/18/19,1:45,22.78,578.612,0
140249,8170406C,MABH1,PC,3/18/19,4:45,22.78,578.612,0
140261,8170406C,MABH1,PC,3/18/19,7:30,22.78,578.612,0
140273,8170406C,MABH1,PC,3/18/19,9:45,22.78,578.612,0
140285,8170406C,MABH1,PC,3/18/19,12:45,22.78,578.612,0
140297,8170406C,MABH1,PC,3/18/19,15:45,22.78,578.612,0
140309,8170406C,MABH1,PC,3/18/19,18:45,22.78,578.612,0
140321,8170406C,MABH1,PC,3/18/19,20:45,22.78,578.612,0
140333,8170406C,MABH1,PC,3/18/19,23:45,22.78,578.612,0
140345,8170406C,MABH1,PC,3/19/19,2:45,22.78,578.612,0
140357,8170406C,MABH1,PC,3/19/19,7:30,22.78,578.612,0
140369,8170406C,MABH1,PC,3/19/19,9:45,22.78,578.612,0
140381,8170406C,MABH1,PC,3/19/19,12:45,22.78,578.612,0
140393,8170406C,MABH1,PC,3/19/19,15:45,22.78,578.612,0
140405,8170406C,MABH1,PC,3/19/19,18:45,22.78,578.612,0
140417,8170406C,MABH1,PC,3/19/19,20:45,22.78,578.612,0
140429,8170406C,MABH1,PC,3/19/19,23:45,22.78,578.612,0
140441,8170406C,MABH1,PC,3/20/19,2:45,22.78,578.612,0
140453,8170406C,MABH1,PC,3/20/19,5:45,22.78,578.612,0
140465,8170406C,MABH1,PC,3/20/19,8:00,22.78,578.612,0
140477,8170406C,MABH1,PC,3/20/19,11:45,22.78,578.612,0
140489,8170406C,MABH1,PC,3/20/19,14:45,22.78,578.612,0
140501,8170406C,MABH1,PC,3/20/19,17:45,22.78,578.612,0
140513,8170406C,MABH1,PC,3/20/19,20:00,22.78,578.612,0
140525,8170406C,MABH1,PC,3/20/19,22:45,22.78,578.612,0
140537,8170406C,MABH1,PC,3/21/19,1:45,22.78,578.612,0
140549,8170406C,MABH1,PC,3/21/19,4:45,22.78,578.612,0
140561,8170406C,MABH1,PC,3/21/19,7:30,22.78,578.612,0
