nesdis_id,nwsli,state_code,latitude_d,longitude_d,owner_code,pe1,pe2,pe3,pe4,pe5,pe6,pe7,pe8,pe9,pe10,pe11,pe12,pe13,pe14,pe15,pe16,pe17,pe18,pe19,pe20,pe21,p322,pe23,pe24,pe25
15DF05C6,P36,HI,20.7903,-156.514,NWSPAC,US,UD,UP,TA,PA,PC,VB,,,,,,,,,,,,,,,,,
32D6062E,PAFH1,HI,21.1408,-156.902,NPS003,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DD7CB00E,PAGH1,HI,19.2078,-155.477,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
B159A272,PAKH1,HI,21.8961,-159.603,NWSPAC,US,UD,UP,TA,PA,PC,VB,,,,,,,,,,,,,,,,,
32D6803A,PERH1,HI,20.025,-155.821,NPS003,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
19014414,PFSH1,HI,21.2997,-157.794,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
32D61558,PHRH1,HI,19.4219,-155.908,NPS003,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
32666200,PKAH1,HI,19.6669,-155.708,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,TX,TN,RW,,,,,,,,,,,
DD73556E,PKKH1,HI,20.8908,-156.586,USGS01,PC,,,,,,,,,,,,,,,,,,,,,,,
328FB7BE,PKMH1,HI,19.9022,-155.679,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
AA1125BC,PKPH1,HI,20.0089,-155.677,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,,,,,,,,,,,,,,
1732867A,PKSH1,HI,21.3067,-157.788,USGS01,HG,WT,TW,VB,,,,,,,,,,,,,,,,,,,,
32667176,PKWH1,HI,19.7717,-155.702,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,TX,TN,RW,,,,,,,,,,,
4870F55E,PLHH1,HI,21.385,-158.104,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
FA900222,PLIH1,HI,19.3175,-155.292,NPS003,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
487083CE,PLRH1,HI,22.0892,-159.679,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD9836AA,PMHH1,HI,21.5339,-157.921,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
3181742E,PMLH1,HI,19.9167,-155.421,USGSBR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
17918722,PNSH1,HI,21.5564,-157.899,USGS01,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
B15997E8,POIH1,HI,21.8828,-159.429,NWSPAC,US,UD,UP,TA,PA,PC,VB,,,,,,,,,,,,,,,,,
4870734A,POPH1,HI,22.0408,-159.696,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
B16084B2,PPLH1,HI,19.1997,-155.479,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
1713D512,PPRH1,HI,21.5989,-158.017,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
B15952F6,PRIH1,HI,22.2114,-159.443,NWSPAC,TA,PA,PC,VB,,,,,,,,,,,,,,,,,,,,
3266D18E,PTAH1,HI,19.6828,-155.545,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
3279630C,PTRH1,HI,19.7458,-155.626,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,TX,TN,RW,,,,,,,,,,,
15D2B52E,PUKH1,HI,20.8356,-156.331,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
48703040,PULH1,HI,19.8328,-155.77,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
19051152,PUNH1,HI,21.5842,-157.891,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
487046D0,PWWH1,HI,19.795,-155.846,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
3266A71E,SCBH1,HI,21.495,-158.082,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,TX,TN,RW,,,,,,,,,,,
325AB384,SCEH1,HI,21.4994,-157.993,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
328FC12E,SCSH1,HI,21.48,-158.107,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDF6B6E4,SDQH1,HI,19.6858,-155.294,USGS01,PC,,,,,,,,,,,,,,,,,,,,,,,
B1507246,SOPH1,HI,18.9928,-155.668,NWSPAC,US,UD,UP,TA,PA,PC,VB,,,,,,,,,,,,,,,,,
19005598,STVH1,HI,21.4211,-158.135,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
DD75A524,TNLH1,HI,21.405,-157.851,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
8170531A,ULUH1,HI,20.6494,-156.398,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
B15017A0,UPLH1,HI,20.265,-155.858,NWSPAC,US,UD,UP,TA,PA,PC,VB,,,,,,,,,,,,,,,,,
170FD310,WAAH1,HI,19.6342,-155.949,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
B14101B2,WAFH1,HI,21.4872,-158.028,NWSPAC,US,UD,UP,TA,PA,PC,VB,,,,,,,,,,,,,,,,,
15D13434,WBHH1,HI,21.4503,-158.184,NWSPAC,US,UD,UP,TA,PA,PC,VB,,,,,,,,,,,,,,,,,
9320E016,WCCH1,HI,20.8322,-156.516,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
DDCD13C4,WEBH1,HI,22.0689,-159.415,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD1854F4,WESH1,HI,21.4481,-157.857,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
CD011F6A,WEXH1,HI,19.645,-155.083,NOACRD,DY,DJ,XR,PC,PC,PC,US,UP,DH,TA,PP,PC,,,,,,,,,,,,
487090B8,WHGH1,HI,21.9664,-159.664,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDC89210,WHRH1,HI,20.9358,-156.547,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
162B784C,WHSH1,HI,21.4819,-157.846,USGS01,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
DD9F7794,WIEH1,HI,22.0858,-159.569,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
9321011E,WIHH1,HI,19.6333,-155.949,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
16EA459A,WISH1,HI,21.3283,-157.801,USGS01,HG,PC,WT,,,,,,,,,,,,,,,,,,,,,
17318174,WKGH1,HI,21.3283,-157.8,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DE5D249E,WKNH1,HI,21.4969,-157.863,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
17B79574,WKRH1,HI,22.1244,-159.622,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
4870C0C4,WKVH1,HI,19.9242,-155.794,DFWLNR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
1732B3E0,WLDH1,HI,22.0625,-159.468,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
DDF7C28E,WLGH1,HI,22.0869,-159.566,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
DD5E818E,WLLH1,HI,22.0742,-159.501,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
EDD00CC6,WLRH1,HI,22.1997,-159.374,EDDLNR,HP,VB,,,,,,,,,,,,,,,,,,,,,,
16F16740,WLSH1,HI,21.35,-157.729,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDE35548,WLUH1,HI,19.7122,-155.151,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
224185AC,WMLH1,HI,21.3356,-157.712,NWSPAC,PC,,,,,,,,,,,,,,,,,,,,,,,
1738013C,WMSH1,HI,20.8053,-156.214,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD145568,WNIH1,HI,22.1358,-159.558,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
